,Order Number,SmartPartNumber,EndOfPourTimeStamp,Line,Blend,Type,Height,Construction,Color,Thickness,Outside Skin,Outside Treatment,Outside Grooving,Inside Skin,Inside Grooving,Length,End Stiles,Backer Stile Placement,weekday,year,month,hour,time
571,H000804901-1,I24LQ-68BN-7V-1000NS-NNNNN-NXN,2021-01-19 17:00:00,1,25,I,24,L,Q,6,8,B,N,7,V,1000,N,S,1,2021,1,17,17:00:00
572,H000804901-1,I24LQ-68BN-7V-1000NS-NNNNN-NXN,2021-01-19 17:00:00,1,25,I,24,L,Q,6,8,B,N,7,V,1000,N,S,1,2021,1,17,17:00:00
573,H000804901-1,T24LQ-68NN-7V-1000NL-02C00-D4N,2021-01-19 17:00:00,1,25,T,24,L,Q,6,8,N,N,7,V,1000,N,L,1,2021,1,17,17:00:00
574,H000804901-2,B21LQ-68BN-7V-0900NS-NNNNN-NXL,2021-01-19 20:45:00,1,25,B,21,L,Q,6,8,B,N,7,V,0900,N,S,1,2021,1,20,20:45:00
575,H000804901-2,I21LQ-68BN-7V-0900NS-NNNNN-NXN,2021-01-19 20:45:00,1,25,I,21,L,Q,6,8,B,N,7,V,0900,N,S,1,2021,1,20,20:45:00
576,H000804901-2,I21LQ-68BN-7V-0900NS-NNNNN-NXN,2021-01-19 20:45:00,1,25,I,21,L,Q,6,8,B,N,7,V,0900,N,S,1,2021,1,20,20:45:00
577,H000804901-2,T21LQ-68NN-7V-0900NL-02C00-D4N,2021-01-19 20:30:00,1,25,T,21,L,Q,6,8,N,N,7,V,0900,N,L,1,2021,1,20,20:30:00
578,H000804901-2,B21LQ-68BN-7V-0900NS-NNNNN-NXL,2021-01-19 21:45:00,1,25,B,21,L,Q,6,8,B,N,7,V,0900,N,S,1,2021,1,21,21:45:00
579,H000804901-2,I21LQ-68BN-7V-0900NS-NNNNN-NXN,2021-01-19 21:45:00,1,25,I,21,L,Q,6,8,B,N,7,V,0900,N,S,1,2021,1,21,21:45:00
580,H000804901-2,I21LQ-68BN-7V-0900NS-NNNNN-NXN,2021-01-19 21:45:00,1,25,I,21,L,Q,6,8,B,N,7,V,0900,N,S,1,2021,1,21,21:45:00
581,H000804901-2,T21LQ-68NN-7V-0900NL-02C00-D4N,2021-01-19 21:45:00,1,25,T,21,L,Q,6,8,N,N,7,V,0900,N,L,1,2021,1,21,21:45:00
582,H000805093-1,B24LQ-68CN-7V-1002NS-NNNNN-NXL,2021-01-19 17:00:00,1,25,B,24,L,Q,6,8,C,N,7,V,1002,N,S,1,2021,1,17,17:00:00
583,H000805093-1,I24LQ-68CN-7V-1002NS-NNNNN-NXN,2021-01-19 17:00:00,1,25,I,24,L,Q,6,8,C,N,7,V,1002,N,S,1,2021,1,17,17:00:00
584,H000805093-1,I24LQ-68CN-7V-1002NS-NNNNN-NXN,2021-01-19 16:45:00,1,25,I,24,L,Q,6,8,C,N,7,V,1002,N,S,1,2021,1,16,16:45:00
585,H000805093-1,T24LQ-68NN-7V-1002NL-02C00-NUN,2021-01-19 17:00:00,1,25,T,24,L,Q,6,8,N,N,7,V,1002,N,L,1,2021,1,17,17:00:00
586,H000805093-1,B24LQ-68CN-7V-1002NS-NNNNN-NXL,2021-01-19 16:45:00,1,25,B,24,L,Q,6,8,C,N,7,V,1002,N,S,1,2021,1,16,16:45:00
587,H000805093-1,I24LQ-68CN-7V-1002NS-NNNNN-NXN,2021-01-19 16:45:00,1,25,I,24,L,Q,6,8,C,N,7,V,1002,N,S,1,2021,1,16,16:45:00
588,H000805093-1,I24LQ-68CN-7V-1002NS-NNNNN-NXN,2021-01-19 16:45:00,1,25,I,24,L,Q,6,8,C,N,7,V,1002,N,S,1,2021,1,16,16:45:00
589,H000805093-1,T24LQ-68NN-7V-1002NL-02C00-NUN,2021-01-19 16:45:00,1,25,T,24,L,Q,6,8,N,N,7,V,1002,N,L,1,2021,1,16,16:45:00
590,H000806114-1,B24LQ-78HN-7V-1600NS-NNNNN-NXN,2021-01-19 17:00:00,1,25,B,24,L,Q,7,8,H,N,7,V,1600,N,S,1,2021,1,17,17:00:00
591,H000806114-1,I24LQ-78HN-7V-1600NS-NNNNN-NXN,2021-01-19 17:00:00,1,25,I,24,L,Q,7,8,H,N,7,V,1600,N,S,1,2021,1,17,17:00:00
592,H000806114-1,I24LQ-78HN-7V-1600NS-NNNNN-NXN,2021-01-19 17:00:00,1,25,I,24,L,Q,7,8,H,N,7,V,1600,N,S,1,2021,1,17,17:00:00
593,H000806114-1,T24LQ-78NN-7V-1600NL-04C00-D5A,2021-01-19 17:00:00,1,25,T,24,L,Q,7,8,N,N,7,V,1600,N,L,1,2021,1,17,17:00:00
594,H000806114-1,B24LQ-78HN-7V-1600NS-NNNNN-NXN,2021-01-19 17:00:00,1,25,B,24,L,Q,7,8,H,N,7,V,1600,N,S,1,2021,1,17,17:00:00
595,H000806114-1,I24LQ-78HN-7V-1600NS-NNNNN-NXN,2021-01-19 17:00:00,1,25,I,24,L,Q,7,8,H,N,7,V,1600,N,S,1,2021,1,17,17:00:00
596,H000806114-1,I24LQ-78HN-7V-1600NS-NNNNN-NXN,2021-01-19 17:00:00,1,25,I,24,L,Q,7,8,H,N,7,V,1600,N,S,1,2021,1,17,17:00:00
597,H000806114-1,T24LQ-78NN-7V-1600NL-04C00-D5A,2021-01-19 17:00:00,1,25,T,24,L,Q,7,8,N,N,7,V,1600,N,L,1,2021,1,17,17:00:00
598,H000806959-3,B24LK-61HN-7V-0900NS-NNNNN-NXL,2021-01-19 18:30:00,1,25,B,24,L,K,6,1,H,N,7,V,0900,N,S,1,2021,1,18,18:30:00
599,H000806959-3,I24LK-61HN-7V-0900NS-NNNNN-NXN,2021-01-19 18:30:00,1,25,I,24,L,K,6,1,H,N,7,V,0900,N,S,1,2021,1,18,18:30:00
600,H000806959-3,I24LK-61HN-7V-0900NS-NNNNN-NXN,2021-01-19 18:30:00,1,25,I,24,L,K,6,1,H,N,7,V,0900,N,S,1,2021,1,18,18:30:00
601,H000806959-3,T24LK-61HN-7V-0900NS-NNNNN-NXN,2021-01-19 18:30:00,1,25,T,24,L,K,6,1,H,N,7,V,0900,N,S,1,2021,1,18,18:30:00
602,H000806863-1,B21LW-61GN-7V-1600SS-NNNNN-NXL,2021-01-20 18:45:00,1,25,B,21,L,W,6,1,G,N,7,V,1600,S,S,2,2021,1,18,18:45:00
603,H000806863-1,I18LW-61GN-7V-1600SS-NNNNN-NXN,2021-01-21 00:15:00,1,25,I,18,L,W,6,1,G,N,7,V,1600,S,S,3,2021,1,0,00:15:00
604,H000806863-1,I18LW-61GN-7V-1600SS-NNNNN-NXN,2021-01-21 00:15:00,1,25,I,18,L,W,6,1,G,N,7,V,1600,S,S,3,2021,1,0,00:15:00
605,H000806863-1,I18LW-61GN-7V-1600SS-NNNNN-NXN,2021-01-21 00:15:00,1,25,I,18,L,W,6,1,G,N,7,V,1600,S,S,3,2021,1,0,00:15:00
606,H000806863-1,T21LW-61NN-7V-1600SL-04C00-H45,2021-01-20 12:15:00,2,25,T,21,L,W,6,1,N,N,7,V,1600,S,L,2,2021,1,12,12:15:00
607,H000807390-11,B21LQ-68HN-7V-1800NS-NNNNN-NXL,2021-01-20 14:15:00,1,25,B,21,L,Q,6,8,H,N,7,V,1800,N,S,2,2021,1,14,14:15:00
608,H000807390-11,I21LQ-68HN-7V-1800NS-NNNNN-NXN,2021-01-20 13:30:00,1,25,I,21,L,Q,6,8,H,N,7,V,1800,N,S,2,2021,1,13,13:30:00
609,H000807390-11,I21LQ-68HN-7V-1800NS-NNNNN-NXN,2021-01-20 13:30:00,1,25,I,21,L,Q,6,8,H,N,7,V,1800,N,S,2,2021,1,13,13:30:00
610,H000807390-11,T21LQ-68NN-7V-1800NL-04C00-N5A,2021-01-20 13:30:00,1,25,T,21,L,Q,6,8,N,N,7,V,1800,N,L,2,2021,1,13,13:30:00
611,H000807390-11,B21LQ-68HN-7V-1800NS-NNNNN-NXL,2021-01-20 13:30:00,1,25,B,21,L,Q,6,8,H,N,7,V,1800,N,S,2,2021,1,13,13:30:00
612,H000807390-11,I21LQ-68HN-7V-1800NS-NNNNN-NXN,2021-01-20 13:30:00,1,25,I,21,L,Q,6,8,H,N,7,V,1800,N,S,2,2021,1,13,13:30:00
613,H000807390-11,I21LQ-68HN-7V-1800NS-NNNNN-NXN,2021-01-20 13:30:00,1,25,I,21,L,Q,6,8,H,N,7,V,1800,N,S,2,2021,1,13,13:30:00
614,H000807390-11,T21LQ-68NN-7V-1800NL-04C00-N5A,2021-01-20 13:30:00,1,25,T,21,L,Q,6,8,N,N,7,V,1800,N,L,2,2021,1,13,13:30:00
615,H000808165-1,B21LD-61GN-7V-1600SS-NNNNN-NXL,2021-01-20 17:30:00,1,25,B,21,L,D,6,1,G,N,7,V,1600,S,S,2,2021,1,17,17:30:00
616,H000808165-1,I18LD-61GN-7V-1600SS-NNNNN-NXN,2021-01-21 01:15:00,1,25,I,18,L,D,6,1,G,N,7,V,1600,S,S,3,2021,1,1,01:15:00
617,H000808165-1,I18LD-61GN-7V-1600SS-NNNNN-NXN,2021-01-21 01:15:00,1,25,I,18,L,D,6,1,G,N,7,V,1600,S,S,3,2021,1,1,01:15:00
618,H000808165-1,I18LD-61GN-7V-1600SS-NNNNN-NXN,2021-01-21 01:15:00,1,25,I,18,L,D,6,1,G,N,7,V,1600,S,S,3,2021,1,1,01:15:00
619,H000808165-1,T21LD-61GN-7V-1600SS-NNNNN-NXN,2021-01-20 17:45:00,1,25,T,21,L,D,6,1,G,N,7,V,1600,S,S,2,2021,1,17,17:45:00
620,H000808165-2,B21LD-61GN-7V-0900SS-NNNNN-NXL,2021-01-20 17:30:00,1,25,B,21,L,D,6,1,G,N,7,V,0900,S,S,2,2021,1,17,17:30:00
621,H000808165-2,I18LD-61GN-7V-0900SS-NNNNN-NXN,2021-01-21 01:15:00,1,25,I,18,L,D,6,1,G,N,7,V,0900,S,S,3,2021,1,1,01:15:00
622,H000808165-2,I18LD-61GN-7V-0900SS-NNNNN-NXN,2021-01-21 01:15:00,1,25,I,18,L,D,6,1,G,N,7,V,0900,S,S,3,2021,1,1,01:15:00
623,H000808165-2,I18LD-61GN-7V-0900SS-NNNNN-NXN,2021-01-21 01:15:00,1,25,I,18,L,D,6,1,G,N,7,V,0900,S,S,3,2021,1,1,01:15:00
624,H000808165-2,T21LD-61GN-7V-0900SS-NNNNN-NXN,2021-01-20 17:30:00,1,25,T,21,L,D,6,1,G,N,7,V,0900,S,S,2,2021,1,17,17:30:00
625,H000808684-1,B21LB-61GN-7V-0900NS-NNNNN-NXL,2021-01-20 15:45:00,1,25,B,21,L,B,6,1,G,N,7,V,0900,N,S,2,2021,1,15,15:45:00
626,H000808684-1,I18LB-61GN-7V-0900NS-NNNNN-NXN,2021-01-21 01:30:00,1,25,I,18,L,B,6,1,G,N,7,V,0900,N,S,3,2021,1,1,01:30:00
627,H000808684-1,I18LB-61GN-7V-0900NS-NNNNN-NXN,2021-01-21 01:15:00,1,25,I,18,L,B,6,1,G,N,7,V,0900,N,S,3,2021,1,1,01:15:00
628,H000808684-1,I18LB-61GN-7V-0900NS-NNNNN-NXN,2021-01-21 01:15:00,1,25,I,18,L,B,6,1,G,N,7,V,0900,N,S,3,2021,1,1,01:15:00
629,H000808684-1,T21LB-61NN-7V-0900NL-02C00-D5N,2021-01-20 11:30:00,2,25,T,21,L,B,6,1,N,N,7,V,0900,N,L,2,2021,1,11,11:30:00
630,H000808684-1,B21LB-61GN-7V-0900NS-NNNNN-NXL,2021-01-20 15:45:00,1,25,B,21,L,B,6,1,G,N,7,V,0900,N,S,2,2021,1,15,15:45:00
631,H000808684-1,I18LB-61GN-7V-0900NS-NNNNN-NXN,2021-01-21 01:15:00,1,25,I,18,L,B,6,1,G,N,7,V,0900,N,S,3,2021,1,1,01:15:00
632,H000808684-1,I18LB-61GN-7V-0900NS-NNNNN-NXN,2021-01-21 01:15:00,1,25,I,18,L,B,6,1,G,N,7,V,0900,N,S,3,2021,1,1,01:15:00
633,H000808684-1,I18LB-61GN-7V-0900NS-NNNNN-NXN,2021-01-21 01:15:00,1,25,I,18,L,B,6,1,G,N,7,V,0900,N,S,3,2021,1,1,01:15:00
634,H000808684-1,T21LB-61NN-7V-0900NL-02C00-D5N,2021-01-20 11:30:00,2,25,T,21,L,B,6,1,N,N,7,V,0900,N,L,2,2021,1,11,11:30:00
635,H000811953-1,B24LE-61NN-7V-1600ST-NNNNN-NXL,2021-01-25 19:15:00,1,25,B,24,L,E,6,1,N,N,7,V,1600,S,T,0,2021,1,19,19:15:00
636,H000811953-1,I24LE-61NN-7V-1600ST-NNNNN-NXN,2021-01-25 19:15:00,1,25,I,24,L,E,6,1,N,N,7,V,1600,S,T,0,2021,1,19,19:15:00
637,H000811953-1,I24LE-61NN-7V-1600ST-NNNNN-NXN,2021-01-25 19:15:00,1,25,I,24,L,E,6,1,N,N,7,V,1600,S,T,0,2021,1,19,19:15:00
638,H000811953-1,T24LE-61NN-7V-1600ST-04C00-NHN,2021-01-25 19:15:00,1,25,T,24,L,E,6,1,N,N,7,V,1600,S,T,0,2021,1,19,19:15:00
639,H000805051-1,I24LK-71NV-7V-1600NS-NNNNN-NXN,2021-01-15 23:15:00,2,25,I,24,L,K,7,1,N,V,7,V,1600,N,S,4,2021,1,23,23:15:00
640,H000807046-1,B21LW-71GN-7V-1202NS-NNNNN-NXL,2021-01-21 23:45:00,1,25,B,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:45:00
641,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 23:45:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:45:00
642,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 23:45:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:45:00
643,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 23:45:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:45:00
644,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 23:45:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:45:00
645,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 23:30:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:30:00
646,H000807046-1,I21LW-71NN-7V-1202NL-03C00-C4N,2021-01-21 20:30:00,2,25,I,21,L,W,7,1,N,N,7,V,1202,N,L,3,2021,1,20,20:30:00
647,H000807046-1,T21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 23:30:00,1,25,T,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:30:00
648,H000807046-1,B21LW-71GN-7V-1202NS-NNNNN-NXL,2021-01-21 23:30:00,1,25,B,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:30:00
649,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 23:30:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:30:00
650,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 23:30:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:30:00
651,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 23:30:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:30:00
652,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 23:30:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:30:00
653,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 23:30:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:30:00
654,H000807046-1,I21LW-71NN-7V-1202NL-03C00-C4N,2021-01-21 20:30:00,2,25,I,21,L,W,7,1,N,N,7,V,1202,N,L,3,2021,1,20,20:30:00
655,H000807046-1,T21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 23:30:00,1,25,T,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:30:00
656,H000807046-1,B21LW-71GN-7V-1202NS-NNNNN-NXL,2021-01-21 23:30:00,1,25,B,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:30:00
657,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 23:30:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:30:00
658,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 23:30:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:30:00
659,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-22 00:00:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,4,2021,1,0,00:00:00
660,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 23:30:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:30:00
661,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 23:30:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:30:00
662,H000807046-1,I21LW-71NN-7V-1202NL-03C00-C4N,2021-01-21 20:30:00,2,25,I,21,L,W,7,1,N,N,7,V,1202,N,L,3,2021,1,20,20:30:00
663,H000807046-1,T21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 23:15:00,1,25,T,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:15:00
664,H000807046-1,B21LW-71GN-7V-1202NS-NNNNN-NXL,2021-01-21 23:15:00,1,25,B,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:15:00
665,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 23:15:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:15:00
666,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 23:15:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:15:00
667,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 23:15:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:15:00
668,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 23:15:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:15:00
669,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 23:15:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:15:00
670,H000807046-1,I21LW-71NN-7V-1202NL-03C00-C4N,2021-01-21 20:30:00,2,25,I,21,L,W,7,1,N,N,7,V,1202,N,L,3,2021,1,20,20:30:00
671,H000807046-1,T21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 23:15:00,1,25,T,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:15:00
672,H000807046-1,B21LW-71GN-7V-1202NS-NNNNN-NXL,2021-01-21 23:15:00,1,25,B,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:15:00
673,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 23:15:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:15:00
674,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 23:15:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:15:00
675,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 23:15:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:15:00
676,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 23:15:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:15:00
677,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 23:15:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:15:00
678,H000807046-1,I21LW-71NN-7V-1202NL-03C00-C4N,2021-01-21 20:30:00,2,25,I,21,L,W,7,1,N,N,7,V,1202,N,L,3,2021,1,20,20:30:00
679,H000807046-1,T21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 23:00:00,1,25,T,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:00:00
680,H000807046-1,B21LW-71GN-7V-1202NS-NNNNN-NXL,2021-01-21 23:00:00,1,25,B,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:00:00
681,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 23:15:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:15:00
682,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-22 06:30:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,4,2021,1,6,06:30:00
683,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 23:00:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:00:00
684,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 23:15:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:15:00
685,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 22:30:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,22,22:30:00
686,H000807046-1,I21LW-71NN-7V-1202NL-03C00-C4N,2021-01-21 20:30:00,2,25,I,21,L,W,7,1,N,N,7,V,1202,N,L,3,2021,1,20,20:30:00
687,H000807046-1,T21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 22:00:00,1,25,T,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,22,22:00:00
688,H000807046-1,B21LW-71GN-7V-1202NS-NNNNN-NXL,2021-01-21 22:00:00,1,25,B,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,22,22:00:00
689,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 22:00:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,22,22:00:00
690,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 22:00:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,22,22:00:00
691,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 22:30:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,22,22:30:00
692,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 22:30:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,22,22:30:00
693,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 22:00:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,22,22:00:00
694,H000807046-1,I21LW-71NN-7V-1202NL-03C00-C4N,2021-01-21 20:30:00,2,25,I,21,L,W,7,1,N,N,7,V,1202,N,L,3,2021,1,20,20:30:00
695,H000807046-1,T21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 22:00:00,1,25,T,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,22,22:00:00
696,H000807046-1,B21LW-71GN-7V-1202NS-NNNNN-NXL,2021-01-21 22:00:00,1,25,B,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,22,22:00:00
697,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 22:00:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,22,22:00:00
698,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 22:00:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,22,22:00:00
699,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 22:00:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,22,22:00:00
700,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 22:00:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,22,22:00:00
701,H000807046-1,I21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 22:00:00,1,25,I,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,22,22:00:00
702,H000807046-1,I21LW-71NN-7V-1202NL-03C00-C4N,2021-01-21 20:30:00,2,25,I,21,L,W,7,1,N,N,7,V,1202,N,L,3,2021,1,20,20:30:00
703,H000807046-1,T21LW-71GN-7V-1202NS-NNNNN-NXN,2021-01-21 23:00:00,1,25,T,21,L,W,7,1,G,N,7,V,1202,N,S,3,2021,1,23,23:00:00
704,H000807476-1,B21LK-61GN-7V-1600NS-NNNNN-NXL,2021-01-22 09:45:00,1,25,B,21,L,K,6,1,G,N,7,V,1600,N,S,4,2021,1,9,09:45:00
705,H000807476-1,I18LK-61GN-7V-1600NS-NNNNN-NXN,2021-01-22 12:15:00,1,25,I,18,L,K,6,1,G,N,7,V,1600,N,S,4,2021,1,12,12:15:00
706,H000807476-1,I18LK-61GN-7V-1600NS-NNNNN-NXN,2021-01-22 12:15:00,1,25,I,18,L,K,6,1,G,N,7,V,1600,N,S,4,2021,1,12,12:15:00
707,H000807476-1,I18LK-61GN-7V-1600NS-NNNNN-NXN,2021-01-22 12:15:00,1,25,I,18,L,K,6,1,G,N,7,V,1600,N,S,4,2021,1,12,12:15:00
708,H000807476-1,T21LK-61GN-7V-1600NS-NNNNN-NXN,2021-01-22 09:45:00,1,25,T,21,L,K,6,1,G,N,7,V,1600,N,S,4,2021,1,9,09:45:00
709,H000807476-2,B21LK-61GN-7V-0800NS-NNNNN-NXL,2021-01-22 11:00:00,1,25,B,21,L,K,6,1,G,N,7,V,0800,N,S,4,2021,1,11,11:00:00
710,H000807476-2,I18LK-61GN-7V-0800NS-NNNNN-NXN,2021-01-22 12:00:00,1,25,I,18,L,K,6,1,G,N,7,V,0800,N,S,4,2021,1,12,12:00:00
711,H000807476-2,I18LK-61GN-7V-0800NS-NNNNN-NXN,2021-01-22 12:00:00,1,25,I,18,L,K,6,1,G,N,7,V,0800,N,S,4,2021,1,12,12:00:00
712,H000807476-2,I18LK-61GN-7V-0800NS-NNNNN-NXN,2021-01-22 12:00:00,1,25,I,18,L,K,6,1,G,N,7,V,0800,N,S,4,2021,1,12,12:00:00
713,H000807476-2,T21LK-61GN-7V-0800NS-NNNNN-NXN,2021-01-22 09:45:00,1,25,T,21,L,K,6,1,G,N,7,V,0800,N,S,4,2021,1,9,09:45:00
714,H000810974-1,B24LK-61NN-7V-0900NT-NNNNN-NXL,2021-01-26 10:45:00,2,25,B,24,L,K,6,1,N,N,7,V,0900,N,T,1,2021,1,10,10:45:00
715,H000810974-1,I24LK-61NN-7V-0900NT-NNNNN-NXN,2021-01-26 10:45:00,2,25,I,24,L,K,6,1,N,N,7,V,0900,N,T,1,2021,1,10,10:45:00
